topic_id,title,clean_title,forum_url,author,tags,release_id,release_title,vn_id,vn_title,released,platforms,languages,engine,script_format_hint,release_url,vn_url,external_url,match_confidence,source_catalog_date
63762,The Princess of the Tower Wants a Hero [Otome] [Free] [Winter VN Jam] [Web/PC/Android],The Princess of the Tower Wants a Hero,https://lemmasoft.renai.us/forums/viewtopic.php?t=63762,Ant-san,Otome; Free; Winter VN Jam; Web; PC; Android,r129529,The Princess of the Tower Wants a Hero,v33826,The Princess of the Tower Wants a Hero,2024-10-18,win; lin; mac,en; ja; ru; vi,Ren'Py,.rpy/.rpyc,https://vndb.org/r129529,https://vndb.org/v33826,https://ant-san.itch.io/prinhero,exact_title_unique_vn,2026-07-13
63836,Late to the Party [Short] [Free] [Friendship] [Comedy] [LGBTQ+],Late to the Party,https://lemmasoft.renai.us/forums/viewtopic.php?t=63836,Phoenyx75,Short; Free; Friendship; Comedy; LGBTQ+,r88036,Late to the Party,v34231,Late to the Party,2022-01-04,win; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r88036,https://vndb.org/v34231,https://greatbatch.itch.io/late-to-the-party,exact_title_unique_vn,2026-07-13
63817,Winter Memories [WinterVNJam] [Free] [Short] [Kinetic VN] [Romantic comedy] [Bittersweetness],Winter Memories,https://lemmasoft.renai.us/forums/viewtopic.php?t=63817,OnionCuttingNinja,WinterVNJam; Free; Short; Kinetic VN; Romantic comedy; Bittersweetness,r93281,Winter Memories,v36883,Winter Memories,2021-03-11,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r93281,https://vndb.org/v36883,https://onioncuttingninja.itch.io/winter-memories,exact_title_unique_vn,2026-07-13
60220,Piece by Piece [Mystery][Voice Acted][Spooktober VN][Free],Piece by Piece,https://lemmasoft.renai.us/forums/viewtopic.php?t=60220,Kokoro Hane,Mystery; Voice Acted; Spooktober VN; Free,r75951,Piece by Piece,v29679,Piece by Piece,2020-10-01,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r75951,https://vndb.org/v29679,https://tofu-sheets-visual.itch.io/piece-by-piece,exact_title_unique_vn,2026-07-13
63438,Vampliar [Romance] [BxB] [BL] [Yaoi] [Vampire] [Halloween] [Free] [Itch.io] [Web],Vampliar,https://lemmasoft.renai.us/forums/viewtopic.php?t=63438,JBShields,Romance; BxB; BL; Yaoi; Vampire; Halloween; Free; Itch.io; Web,r83998,Vampliar,v32564,Vampliar,2021-10-17,win; lin; mac; and; web,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r83998,https://vndb.org/v32564,https://foxpancakes.itch.io/vampliar,exact_title_unique_vn,2026-07-13
63425,Christmas Otome [GxB][Otome][VN][FREE],Christmas Otome,https://lemmasoft.renai.us/forums/viewtopic.php?t=63425,JBShields,GxB; Otome; VN; FREE,r84263,Christmas Otome,v24945,Christmas Otome,2021-10-30,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r84263,https://vndb.org/v24945,https://synokoria.itch.io/christmas-otome,exact_title_unique_vn,2026-07-13
63666,Eternal Autumn [VN] [fantasy/adventure] [lesbians] [free] [Itch.io],Eternal Autumn,https://lemmasoft.renai.us/forums/viewtopic.php?t=63666,infructescence,VN; fantasy; adventure; lesbians; free; Itch.io,r94144,Eternal Autumn,v37391,Eternal Autumn,2021-11-29,win; lin; mac,en,,unknown,https://vndb.org/r94144,https://vndb.org/v37391,https://leafletgames.itch.io/eternal-autumn,exact_title_unique_vn,2026-07-13
63665,Maia [Psychological Horror] [Yandere] [GxG] [GL] [Yuri] [Short] [Kinetic Novel] [Free] [Itch.io],Maia,https://lemmasoft.renai.us/forums/viewtopic.php?t=63665,Foxpancakes,Psychological Horror; Yandere; GxG; GL; Yuri; Short; Kinetic Novel; Free; Itch.io,r85464,Maia,v33083,Maia,2021-12-09,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r85464,https://vndb.org/v33083,https://foxpancakes.itch.io/maia,exact_title_unique_vn,2026-07-13
63442,Elated Sorrow [Romance] [GxG] [GL] [Yuri] [Slice of Life] [Mental Health] [Kinetic Novel] [Free] [Itch.io],Elated Sorrow,https://lemmasoft.renai.us/forums/viewtopic.php?t=63442,Foxpancakes,Romance; GxG; GL; Yuri; Slice of Life; Mental Health; Kinetic Novel; Free; Itch.io,r82736,Elated Sorrow,v32153,Elated Sorrow,2021-09-02,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r82736,https://vndb.org/v32153,https://foxpancakes.itch.io/elated-sorrow,exact_title_unique_vn,2026-07-13
63439,Just-A-Crush [Romance] [BxB] [BL] [Yaoi] [Short] [Slice of Life] [Free] [Itch.io] [Web],Just-A-Crush,https://lemmasoft.renai.us/forums/viewtopic.php?t=63439,Foxpancakes,Romance; BxB; BL; Yaoi; Short; Slice of Life; Free; Itch.io; Web,r81903,Just-A-Crush,v31855,Just-A-Crush,2021-07-17,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r81903,https://vndb.org/v31855,https://foxpancakes.itch.io/just-a-crush,exact_title_unique_vn,2026-07-13
63426,Enkindle [FREE][Adventure][Horror][MANY LANGUAGES][itch.io][web],Enkindle,https://lemmasoft.renai.us/forums/viewtopic.php?t=63426,qirien,FREE; Adventure; Horror; MANY LANGUAGES; itch.io; web,r106796,Enkindle,v44299,Enkindle,2023-04-30,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r106796,https://vndb.org/v44299,https://lil-beastman.itch.io/enkindle,exact_title_unique_vn,2026-07-13
63402,Dating Sim! Re:Mastered [BxG][Comedy][Free][Itch.io],Dating Sim! Re:Mastered,https://lemmasoft.renai.us/forums/viewtopic.php?t=63402,thebackup,BxG; Comedy; Free; Itch.io,r83461,Dating Sim! Re:Mastered,v32398,Dating Sim! Re:Mastered,2021-10-26,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r83461,https://vndb.org/v32398,https://thebackup.itch.io/dating-sim-remastered,exact_title_unique_vn,2026-07-13
59249,"School For The Friendless [BxG] [Friendship, Romance, Comedy] [Free]",School For The Friendless,https://lemmasoft.renai.us/forums/viewtopic.php?t=59249,Dollarluigi,BxG; Friendship; Romance; Comedy; Free,r72349,School for the Friendless,v28595,School for the Friendless,2020-06-09,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r72349,https://vndb.org/v28595,https://rehncohro.itch.io/school-for-the-friendless,exact_title_unique_vn,2026-07-13
63367,Summer Horrordays [Free] [Itch] [Short] [Jam Entry] [Horror],Summer Horrordays,https://lemmasoft.renai.us/forums/viewtopic.php?t=63367,JenivereDomino,Free; Itch; Short; Jam Entry; Horror,r84256,Summer Horrordays,v32656,Summer Horrordays,2021-09-28,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r84256,https://vndb.org/v32656,https://punderbashgames.itch.io/summer-horrordays,exact_title_unique_vn,2026-07-13
63358,Melanie [5 minutes] [Psychological] [Free],Melanie,https://lemmasoft.renai.us/forums/viewtopic.php?t=63358,MarkKnappJr,5 minutes; Psychological; Free,r97178,Melanie,v38971,Melanie,2021-09-24,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r97178,https://vndb.org/v38971,https://teenage-suburbia-studios.itch.io/melanie,exact_title_unique_vn,2026-07-13
63321,Triclinium [Comedy][Sci-Fi][Free][Itch.io],Triclinium,https://lemmasoft.renai.us/forums/viewtopic.php?t=63321,i-mod,Comedy; Sci-Fi; Free; Itch.io,r84279,Triclinium,v32663,Triclinium,2021-10-10,win; mac,en; ja; ru,Ren'Py,.rpy/.rpyc,https://vndb.org/r84279,https://vndb.org/v32663,https://supergalacticgamedev.itch.io/triclinium,exact_title_unique_vn,2026-07-13
63257,Limbo Line [Dark Comedy][Psychological Horror][Mystery][Halloween][Spooktober 2021][Free],Limbo Line,https://lemmasoft.renai.us/forums/viewtopic.php?t=63257,8Laelia8,Dark Comedy; Psychological Horror; Mystery; Halloween; Spooktober 2021; Free,r83610,Limbo Line,v32451,Limbo Line,2021-10-01,win; lin; mac,en,Unity,unknown,https://vndb.org/r83610,https://vndb.org/v32451,https://melancholy-marionette.itch.io/limbo-line,exact_title_unique_vn,2026-07-13
63240,Scary Gourmet [Spooktober 2021] [LGBTQ+] [Furry] [Free],Scary Gourmet,https://lemmasoft.renai.us/forums/viewtopic.php?t=63240,tinysamm,Spooktober 2021; LGBTQ+; Furry; Free,r89089,Scary Gourmet v1.1,v32550,Scary Gourmet,2021-10-22,win; lin; mac; and,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r89089,https://vndb.org/v32550,https://tinysamm.itch.io/scary-gourmet,exact_title_unique_vn,2026-07-13
54703,Robot Daycare [Wholesome][Horror] [NaNo2019] [Steam/Itch.io] [FREE],Robot Daycare,https://lemmasoft.renai.us/forums/viewtopic.php?t=54703,Syrale,Wholesome; Horror; NaNo2019; Steam; Itch.io; FREE,r128544,Robot Daycare - Remaster v2.7,v25594,Robot Daycare,2024-10-21,win; lin; mac,de; en; ru,Ren'Py,.rpy/.rpyc,https://vndb.org/r128544,https://vndb.org/v25594,https://kigyo.itch.io/robot-daycare,exact_title_unique_vn,2026-07-13
54703,Robot Daycare [Wholesome][Horror] [NaNo2019] [Steam/Itch.io] [FREE],Robot Daycare,https://lemmasoft.renai.us/forums/viewtopic.php?t=54703,Syrale,Wholesome; Horror; NaNo2019; Steam; Itch.io; FREE,r63056,Robot Daycare,v25594,Robot Daycare,2019-03-31,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r63056,https://vndb.org/v25594,https://kigyo.itch.io/robot-daycare-jam,exact_title_unique_vn,2026-07-13
63069,A Daydream Away [Slice Of Life] [Short] [Free] [Itch.io],A Daydream Away,https://lemmasoft.renai.us/forums/viewtopic.php?t=63069,MarkKnappJr,Slice Of Life; Short; Free; Itch.io,r127292,A Daydream Away,v52703,A Daydream Away,2021-08-28,win; lin; mac; and,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r127292,https://vndb.org/v52703,https://teenage-suburbia-studios.itch.io/a-daydream-away,exact_title_unique_vn,2026-07-13
63114,The Delusion of Dream [Romance] [Free] [RUS-ENG-JP],The Delusion of Dream,https://lemmasoft.renai.us/forums/viewtopic.php?t=63114,SlayerGG,Romance; Free; RUS-ENG-JP,r154665,The Delusion of Dream,v32162,The Delusion of Dream,2021-10-05,win; lin; mac,en; ja; ru,Ren'Py,.rpy/.rpyc,https://vndb.org/r154665,https://vndb.org/v32162,https://snowflake-soft.itch.io/the-delusion-of-dream,exact_title_unique_vn,2026-07-13
63066,My GF Doesn't Know What I'm Into [Horror] [Slice of Life] [Free] [Itch.io],My GF Doesn't Know What I'm Into,https://lemmasoft.renai.us/forums/viewtopic.php?t=63066,meiri_,Horror; Slice of Life; Free; Itch.io,r106954,My GF doesn't know what I'm into v2.2,v32148,My GF doesn't know what I'm into,2022-12-27,win; lin; mac,en; fr; it; pt-br; ru,Ren'Py,.rpy/.rpyc,https://vndb.org/r106954,https://vndb.org/v32148,https://meiri.itch.io/mygf,exact_title_unique_vn,2026-07-13
62533,Aria at the Funeraria [Otome Jam 2021] [BxG] [GxG] [Horror] [Free],Aria at the Funeraria,https://lemmasoft.renai.us/forums/viewtopic.php?t=62533,ilyilaice,Otome Jam 2021; BxG; GxG; Horror; Free,r88764,Aria at the Funeraria,v34592,Aria at the Funeraria,2021-06-28,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r88764,https://vndb.org/v34592,https://ilyilaice.itch.io/aria-at-the-funeraria,exact_title_unique_vn,2026-07-13
30470,Our Personal Space [Sci-fi] [Relationship Sim] [Free],Our Personal Space,https://lemmasoft.renai.us/forums/viewtopic.php?t=30470,qirien,Sci-fi; Relationship Sim; Free,r148814,Our Personal Space,v17432,Our Personal Space,2021-08-12,win; lin; mac; and,fr,Ren'Py,.rpy/.rpyc,https://vndb.org/r148814,https://vndb.org/v17432,https://metasepia.itch.io/our-personal-space,exact_title_unique_vn,2026-07-13
30470,Our Personal Space [Sci-fi] [Relationship Sim] [Free],Our Personal Space,https://lemmasoft.renai.us/forums/viewtopic.php?t=30470,qirien,Sci-fi; Relationship Sim; Free,r40071,Our Personal Space,v17432,Our Personal Space,2015-02-14,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r40071,https://vndb.org/v17432,https://qirien.itch.io/our-personal-space,exact_title_unique_vn,2026-07-13
62876,Suiyue [O2A2][Short][Free],Suiyue,https://lemmasoft.renai.us/forums/viewtopic.php?t=62876,crystalscm,O2A2; Short; Free,r83580,Suiyue,v32445,Suiyue,2021-07-18,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r83580,https://vndb.org/v32445,https://tsukimii.itch.io/suiyue,exact_title_unique_vn,2026-07-13
62081,The Mother of Pearls [Free][Fantasy],The Mother of Pearls,https://lemmasoft.renai.us/forums/viewtopic.php?t=62081,midgethetree,Free; Fantasy,r93230,The Mother of Pearls,v36849,The Mother of Pearls,2021-05-05,win; lin; mac; web,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r93230,https://vndb.org/v36849,https://midge-the-tree.itch.io/the-mother-of-pearls,exact_title_unique_vn,2026-07-13
62683,Back When [Free][O2A2],Back When,https://lemmasoft.renai.us/forums/viewtopic.php?t=62683,midgethetree,Free; O2A2,r93231,Back When,v36850,Back When,2021-07-17,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r93231,https://vndb.org/v36850,https://midge-the-tree.itch.io/back-when,exact_title_unique_vn,2026-07-13
62693,Vale [O2A2][Free][Short][Fantasy][Tragedy],Vale,https://lemmasoft.renai.us/forums/viewtopic.php?t=62693,Abyss_Team,O2A2; Free; Short; Fantasy; Tragedy,r89599,Vale,v35072,Vale,2021-07-18,win; lin; mac,en,,unknown,https://vndb.org/r89599,https://vndb.org/v35072,https://abyss-team.itch.io/vale,exact_title_unique_vn,2026-07-13
62575,Apartment No.9 [Free] [Otome Jam 2021] [GxB] [Dark] [Slice-of-life],Apartment No.9,https://lemmasoft.renai.us/forums/viewtopic.php?t=62575,8Laelia8,Free; Otome Jam 2021; GxB; Dark; Slice-of-life,r80869,Apartment No.9,v31476,Apartment No.9,2021-07-01,win; mac,en,Unity,unknown,https://vndb.org/r80869,https://vndb.org/v31476,https://melancholy-marionette.itch.io/apartment-no9,exact_title_unique_vn,2026-07-13
62407,-BLACK CHERRIES- [Kinetic Novel] [LGBTQ+] [Horror] [Free],BLACK CHERRIES,https://lemmasoft.renai.us/forums/viewtopic.php?t=62407,tinysamm,Kinetic Novel; LGBTQ+; Horror; Free,r80442,-Black Cherries-,v31366,-Black Cherries-,2021-06-14,win; lin; mac; web,en,,unknown,https://vndb.org/r80442,https://vndb.org/v31366,https://tinysamm.itch.io/black-cherries,exact_title_unique_vn,2026-07-13
62293,A Warmer Shade of Summer [Full Game Free][Steam][Farming][Romance],A Warmer Shade of Summer,https://lemmasoft.renai.us/forums/viewtopic.php?t=62293,Sergei Falcon,Full Game Free; Steam; Farming; Romance,r80172,A Warmer Shade of Summer,v31268,A Warmer Shade of Summer,2021-06-03,win,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r80172,https://vndb.org/v31268,https://526-productions.itch.io/a-warmer-shade-of-summer,exact_title_unique_vn,2026-07-13
62294,After School Murder Club!! [Comedy/Parody] [Steam] [Free],After School Murder Club!!,https://lemmasoft.renai.us/forums/viewtopic.php?t=62294,Manwards84,Comedy; Parody; Steam; Free,r79978,After School Murder Club!!,v31131,After School Murder Club!!,2021-05-03,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r79978,https://vndb.org/v31131,https://rabbitdeeryou.itch.io/asmc,exact_title_unique_vn,2026-07-13
62240,Pandemic Love [short] [free] [romance] [dark] [corona] [steam],Pandemic Love,https://lemmasoft.renai.us/forums/viewtopic.php?t=62240,Red_skald,short; free; romance; dark; corona; steam,r78631,Pandemic Love,v30693,Pandemic Love,2021-04-27,win,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r78631,https://vndb.org/v30693,https://redskald.itch.io/pandemic-love,exact_title_unique_vn,2026-07-13
62176,Pirated Code [short] [free] [scifi] [romance] [comedy],Pirated Code,https://lemmasoft.renai.us/forums/viewtopic.php?t=62176,HitOrMissy,short; free; scifi; romance; comedy,r79723,Pirated Code,v30828,Pirated Code,2021-05-15,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r79723,https://vndb.org/v30828,https://hitormissy.itch.io/pirated-code,exact_title_unique_vn,2026-07-13
62149,Bunny Hill Horror: Bunny Boiler [Dark Humour][Free][Choose Your Own Adventure],Bunny Hill Horror: Bunny Boiler,https://lemmasoft.renai.us/forums/viewtopic.php?t=62149,KrunchyFriedGames,Dark Humour; Free; Choose Your Own Adventure,r75218,Bunny Hill Horror: Bunny Boiler,v29418,Bunny Hill Horror: Bunny Boiler,2020-10-17,win; web,en,Unity,unknown,https://vndb.org/r75218,https://vndb.org/v29418,https://krunchyfriedgames.itch.io/bunny-hill-horror-bunny-boiler,exact_title_unique_vn,2026-07-13
62143,Wizard School Woes [Short][Free][Fantasy],Wizard School Woes,https://lemmasoft.renai.us/forums/viewtopic.php?t=62143,parttimestorier,Short; Free; Fantasy,r79569,Wizard School Woes,v31053,Wizard School Woes,2021-05-03,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r79569,https://vndb.org/v31053,https://janetitor.itch.io/wizard-school-woes,exact_title_unique_vn,2026-07-13
61760,Vignette [NaNoRenO2021] [Watercress] [KN] [Free],Vignette,https://lemmasoft.renai.us/forums/viewtopic.php?t=61760,Morhighan,NaNoRenO2021; Watercress; KN; Free,r79311,Vignette,v30962,Vignette,2021-04-01,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r79311,https://vndb.org/v30962,https://watercress.itch.io/vignette,exact_title_unique_vn,2026-07-13
61759,Loveless on Lockdown [NaNoRenO2021] [Dating Sim] [Otome Game] [COVID-19] [Free],Loveless on Lockdown,https://lemmasoft.renai.us/forums/viewtopic.php?t=61759,ilyilaice,NaNoRenO2021; Dating Sim; Otome Game; COVID-19; Free,r78950,Loveless on Lockdown,v30821,Loveless on Lockdown,2021-03-31,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r78950,https://vndb.org/v30821,https://ilyilaice.itch.io/loveless-on-lockdown,exact_title_unique_vn,2026-07-13
61778,"HIKEBACK [Psychological Horror, Surreal, Time Travel] [Free]",HIKEBACK,https://lemmasoft.renai.us/forums/viewtopic.php?t=61778,clowndream,Psychological Horror; Surreal; Time Travel; Free,r79211,HIKEBACK,v30924,Hikeback,2021-04-01,win; lin; mac; web,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r79211,https://vndb.org/v30924,https://clowndream.itch.io/hikeback,exact_title_unique_vn,2026-07-13
61771,"My Loving Wife [BxG] [GxG] [Romance, Comedy] [Free]",My Loving Wife,https://lemmasoft.renai.us/forums/viewtopic.php?t=61771,Dollarluigi,BxG; GxG; Romance; Comedy; Free,r79190,My Loving Wife,v30913,My Loving Wife,2021-04-01,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r79190,https://vndb.org/v30913,https://rehncohro.itch.io/my-loving-wife,exact_title_unique_vn,2026-07-13
61339,Karaoke Neighbor (re-release)[Free][Dating sim][Otome][School][Anime],Karaoke Neighbor (re-release),https://lemmasoft.renai.us/forums/viewtopic.php?t=61339,Lehxra,Free; Dating sim; Otome; School; Anime,r140704,Karaoke Neighbor,v58858,Karaoke Neighbor,2018-03-31,win; lin,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r140704,https://vndb.org/v58858,https://lehxra.itch.io/karaoke-neighbor,exact_title_unique_vn,2026-07-13
61353,Speed Metal Vimana [Free][Action][Comedy][Super Robots],Speed Metal Vimana,https://lemmasoft.renai.us/forums/viewtopic.php?t=61353,Human Bolt Diary,Free; Action; Comedy; Super Robots,r77987,Speed Metal Vimana - Chapter 01: Sacrifice at the Volcano of Romance,v30477,Speed Metal Vimana,2021-02-14,win; lin,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r77987,https://vndb.org/v30477,https://jsfehler.itch.io/speed-metal-vimana,exact_title_unique_vn,2026-07-13
61185,"Formerly, A Confession [Short][Slice of Life] [Romance] [Free]","Formerly, A Confession",https://lemmasoft.renai.us/forums/viewtopic.php?t=61185,GoingGoingKeith,Short; Slice of Life; Romance; Free,r140751,"Formerly, A Confession",v58881,"Formerly, A Confession",2021-01-22,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r140751,https://vndb.org/v58881,https://goinggoingkeith.itch.io/formerly-a-confession,exact_title_unique_vn,2026-07-13
60469,Red-Handed Robin [Free][Otome][GxB][Fantasy],Red-Handed Robin,https://lemmasoft.renai.us/forums/viewtopic.php?t=60469,HitOrMissy,Free; Otome; GxB; Fantasy,r81913,Red-Handed Robin,v28452,Red-Handed Robin,2021-01-22,win; lin; mac,en; es,Ren'Py,.rpy/.rpyc,https://vndb.org/r81913,https://vndb.org/v28452,https://hollowmend.itch.io/red-handed-robin,exact_title_unique_vn,2026-07-13
59588,Fujiwara BitterSweet [GxB/Slice of Life/Fluff with some drama][FREE],Fujiwara BitterSweet,https://lemmasoft.renai.us/forums/viewtopic.php?t=59588,Karamelow,GxB; Slice of Life; Fluff with some drama; FREE,r73227,Fujiwara BitterSweet,v28810,Fujiwara BitterSweet,2020-07-16,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r73227,https://vndb.org/v28810,https://magicbench.itch.io/fujibittersweet-full,exact_title_unique_vn,2026-07-13
60986,White Book Complete Volume [Kinetic Novel/ Fantasy][Free],White Book Complete Volume,https://lemmasoft.renai.us/forums/viewtopic.php?t=60986,SilverSnow,Kinetic Novel; Fantasy; Free,r77074,White Book Complete Volume,v30120,White Book Complete Volume,2020-12-29,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r77074,https://vndb.org/v30120,https://st-chem-atelier.itch.io/whitebookcv,exact_title_unique_vn,2026-07-13
60926,Save You [Free] [Winter] [Friendship] [School],Save You,https://lemmasoft.renai.us/forums/viewtopic.php?t=60926,else_th,Free; Winter; Friendship; School,r87645,Save You,v29918,Save You,2020-12-26,win; lin; mac; and,en,,unknown,https://vndb.org/r87645,https://vndb.org/v29918,https://elseth.itch.io/save-you,exact_title_unique_vn,2026-07-13
60902,I Want to Fly [Romance][Free],I Want to Fly,https://lemmasoft.renai.us/forums/viewtopic.php?t=60902,Raharabin,Romance; Free,r76620,I Want to Fly,v29915,I Want to Fly,2020-12-24,win,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r76620,https://vndb.org/v29915,https://raharabin.itch.io/i-want-to-fly,exact_title_unique_vn,2026-07-13
60180,King of the Cul-de-sac [Humor][Action][Free],King of the Cul-de-sac,https://lemmasoft.renai.us/forums/viewtopic.php?t=60180,ghostclown,Humor; Action; Free,r90396,King of the Cul-De-Sac,v35494,King of the Cul-De-Sac,2020-09-24,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r90396,https://vndb.org/v35494,https://vimislikart.itch.io/kingoftheculdesac,exact_title_unique_vn,2026-07-13
60736,Kaleidoscope [Free] [Sci-fi],Kaleidoscope,https://lemmasoft.renai.us/forums/viewtopic.php?t=60736,black polar bear,Free; Sci-fi,r140639,Kaleidoscope,v58822,Kaleidoscope,2020-08-14,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r140639,https://vndb.org/v58822,https://kanuto-od.itch.io/k,exact_title_unique_vn,2026-07-13
60530,How Stories Die[Free][Fantasy][Mystery][BxG],How Stories Die,https://lemmasoft.renai.us/forums/viewtopic.php?t=60530,MiraiZura,Free; Fantasy; Mystery; BxG,r68436,How Stories Die,v27416,How Stories Die,2020-11-05,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r68436,https://vndb.org/v27416,https://visualbagel.itch.io/how-stories-die,exact_title_unique_vn,2026-07-13
60256,Moonlight Mansion [Mystery] [Supernatural] [Short] [Free],Moonlight Mansion,https://lemmasoft.renai.us/forums/viewtopic.php?t=60256,else_th,Mystery; Supernatural; Short; Free,r144862,Moonlight Mansion,v29681,Moonlight Mansion,2023-03-17,win; lin; mac; and,it,Ren'Py,.rpy/.rpyc,https://vndb.org/r144862,https://vndb.org/v29681,https://elseth.itch.io/moonlight-mansion,exact_title_unique_vn,2026-07-13
60154,A Frigid Space [GxB][Dating Sim][Mystery][Free][16+],A Frigid Space,https://lemmasoft.renai.us/forums/viewtopic.php?t=60154,Rinzamakani Games,GxB; Dating Sim; Mystery; Free; 16+,r74588,A Frigid Space,v29245,A Frigid Space,2020-09-20,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r74588,https://vndb.org/v29245,https://rinzamakani.itch.io/a-frigid-space,exact_title_unique_vn,2026-07-13
59742,Synchronized Clocks [BxG][Voice Acted][SuNoFes2020][FREE],Synchronized Clocks,https://lemmasoft.renai.us/forums/viewtopic.php?t=59742,Kokoro Hane,BxG; Voice Acted; SuNoFes2020; FREE,r121225,Synchronized Clocks,v50135,Synchronized Clocks,2020-08-04,win; lin; mac,en,,unknown,https://vndb.org/r121225,https://vndb.org/v50135,https://tofu-sheets-visual.itch.io/synchronized-clocks,exact_title_unique_vn,2026-07-13
59640,Moon Archer Shooting Stars [Yuri][Kinetic][Free],Moon Archer Shooting Stars,https://lemmasoft.renai.us/forums/viewtopic.php?t=59640,Shinoki,Yuri; Kinetic; Free,r145092,Moon Archer Shooting Stars,v28888,Moon Archer Shooting Stars,2024-10-25,win; lin; mac,fr,Ren'Py,.rpy/.rpyc,https://vndb.org/r145092,https://vndb.org/v28888,https://4noki.itch.io/moon-archer-shooting-stars,exact_title_unique_vn,2026-07-13
59139,"Castaways [GxB] [Otome] [Romance, Adventure] [Free]",Castaways,https://lemmasoft.renai.us/forums/viewtopic.php?t=59139,merkmerkmerk,GxB; Otome; Romance; Adventure; Free,r102283,Castaways,v41937,Castaways,2020-05-30,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r102283,https://vndb.org/v41937,https://tibault.itch.io/castaways,exact_title_unique_vn,2026-07-13
59445,TITAN | Visual Novel [Mystery][Suspense][FREE],TITAN,https://lemmasoft.renai.us/forums/viewtopic.php?t=59445,Treladonia,Mystery; Suspense; FREE,r140841,TITAN,v58931,TITAN,2020-07-01,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r140841,https://vndb.org/v58931,https://vifergaming.itch.io/titan,exact_title_unique_vn,2026-07-13
52605,Only the Holly [Fantasy] [Family/Friendship] [Be the Void] [Free],Only the Holly,https://lemmasoft.renai.us/forums/viewtopic.php?t=52605,aedifice,Fantasy; Family; Friendship; Be the Void; Free,r140666,Only the Holly,v58836,Only the Holly,2018-11-21,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r140666,https://vndb.org/v58836,https://aedifice.itch.io/only-the-holly,exact_title_unique_vn,2026-07-13
58177,"Up until the end [GxB][Suspense,Romance,Friendship][Free]",Up until the end,https://lemmasoft.renai.us/forums/viewtopic.php?t=58177,Letitia_L,GxB; Suspense; Romance; Friendship; Free,r54058,Up until the end,v22011,Up until the end,2020-02-28,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r54058,https://vndb.org/v22011,https://letigame.itch.io/up-until-the-end,exact_title_unique_vn,2026-07-13
